Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance,Prepn_Time
33.0,4.9,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,24,10.62543774033801,5
28.0,4.5,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,20,4.530782812019633,10
32.0,4.9,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,16,1.5690347154047222,5
35.0,4.4,Stormy,High,1,Snack,scooter,0.0,No,Metropolitian,34,6.049679408115345,10
27.0,4.9,Sandstorms,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,25,4.647448680585375,5
31.0,4.6,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,4.664633134444105,10
27.0,4.7,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,29,6.118155829484073,10
37.0,4.9,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,17,9.29502788136,10
29.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,27,20.141430602265977,5
25.0,4.8,Cloudy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,21,19.59020125047545,5
21.0,4.1,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15,3.1028662034398127,10
39.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,35,4.648439519378341,10
32.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,2.0,No,Metropolitian,34,7.757080118899557,5
22.0,4.6,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,23,13.944605804276241,15
30.0,4.7,Windy,Low,1,Snack,scooter,0.0,No,Metropolitian,17,13.391658696402144,5
39.0,4.7,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,32,4.5880989083845405,10
33.0,4.9,Sandstorms,Low,1,Snack,motorcycle,1.0,No,Metropolitian,24,9.204056600372283,15
28.0,4.9,Sunny,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,18,4.488565830479041,5
30.0,4.7,Sunny,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,28,13.740737825926681,0
38.0,4.4,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,8.803045098536758,15
23.0,4.7,Fog,Medium,2,Buffet,motorcycle,1.0,No,Urban,15,4.664723158590265,5
34.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Urban,28,9.1598473686937,10
25.0,4.3,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,34,6.1978071330011595,10
21.0,4.5,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,13,16.950688136598743,15
22.0,4.6,Fog,Low,2,Meal,scooter,1.0,No,Metropolitian,10,1.5493596914282974,15
32.0,4.5,Fog,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,46,13.806307264632855,10
31.0,4.3,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,42,10.884116727933907,5
28.0,4.9,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,27,6.109570305811442,15
30.0,5.0,Cloudy,High,2,Snack,electric_scooter,0.0,No,Metropolitian,30,1.5513238067891462,15
24.0,4.3,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,44,2.9762935496621195,10
27.0,4.9,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,23,7.669593796336562,5
28.0,4.6,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,31,16.365355795019745,15
26.0,4.7,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,33,9.106851796519383,10
37.0,4.4,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,40,4.48849566127055,15
33.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,30,3.099008540165536,10
28.0,4.8,Fog,Jam,1,Drinks,scooter,2.0,Yes,Metropolitian,39,11.7363411389788,10
34.0,4.4,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,20.21236407309343,10
20.0,4.8,Sandstorms,High,0,Snack,motorcycle,1.0,No,Metropolitian,31,3.1380694073889375,10
20.0,4.9,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,13,12.081550329983386,15
27.0,4.8,Sunny,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,20,13.942662529052548,10
33.0,4.6,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,38,16.578948791660057,5
25.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,6.205619093031977,15
24.0,5.0,Fog,Low,1,Snack,scooter,1.0,No,Urban,24,13.611034203648224,10
28.0,4.9,Windy,Medium,2,Meal,scooter,0.0,No,Urban,29,13.562011132719297,5
29.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,17,4.464026797416999,15
37.0,4.9,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,26,3.0991445105162145,15
27.0,5.0,Stormy,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,10.787980391835559,15
20.0,5.0,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,29,9.043021202894034,5
39.0,4.6,Stormy,High,1,Snack,motorcycle,0.0,No,Metropolitian,26,1.5549425189076143,15
27.0,4.6,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,29,19.321568956563894,10
26.0,4.9,Windy,High,1,Meal,scooter,1.0,No,Metropolitian,18,5.95190801229579,5
20.0,4.8,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,41,10.625702124383546,15
29.0,4.8,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,19,13.413431968554535,15
32.0,4.8,Sunny,High,2,Buffet,motorcycle,1.0,No,Urban,18,6.205124725899045,5
38.0,4.6,Stormy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,16.81919099677655,10
29.0,4.4,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,7.562176569442244,15
27.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Urban,15,13.592501394228012,15
30.0,4.9,Cloudy,Jam,1,Meal,scooter,0.0,No,Metropolitian,49,12.082643513756077,15
25.0,4.7,Sunny,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,10,13.745572504565807,15
25.0,4.5,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,30,4.521558384389735,5
35.0,4.3,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,31,6.2194302015666025,15
28.0,4.8,Fog,Low,1,Drinks,scooter,1.0,No,Urban,12,1.551447254286384,10
33.0,4.8,Fog,Jam,0,Buffet,motorcycle,3.0,No,Metropolitian,46,12.552275755914396,15
31.0,4.3,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,35,9.177287951626738,5
36.0,4.9,Stormy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,30,3.021232807221428,15
27.0,5.0,Sandstorms,Medium,1,Meal,motorcycle,0.0,No,Urban,24,4.647625792527508,10
20.0,4.8,Fog,Jam,2,Meal,scooter,0.0,No,Metropolitian,28,7.774583711944046,15
23.0,4.6,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,16,13.944361770296382,10
30.0,4.5,Windy,Low,2,Buffet,scooter,0.0,No,Metropolitian,21,19.807257553179017,5
34.0,4.7,Stormy,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,19,10.859713679362844,10
22.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Metropolitian,12,10.738021146085408,15
33.0,4.9,Cloudy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,27,3.109785419225475,5
24.0,4.5,Sunny,High,1,Meal,scooter,1.0,No,Metropolitian,19,6.198593801100852,5
23.0,4.8,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,32,13.611101106406846,5
23.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12,1.549492895278265,10
37.0,4.7,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,23,1.5077829707994006,15
20.0,4.7,Stormy,Low,2,Drinks,electric_scooter,1.0,No,Urban,14,9.176966696142655,5
22.0,4.5,Fog,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,20,12.396712257294642,10
21.0,4.9,Sandstorms,Jam,2,Drinks,motorcycle,1.0,No,Urban,16,12.215801535566381,10
30.0,4.4,Fog,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,47,12.081629347034385,10
34.0,4.6,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,25,10.983241696284242,5
36.0,4.1,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,31,7.845173108613386,10
27.0,4.5,Windy,Medium,0,Drinks,motorcycle,0.0,No,Urban,12,4.707104052532131,10
24.0,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,29,16.365503927383525,10
25.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,26,7.845173108613386,5
25.0,4.9,Fog,Jam,1,Buffet,scooter,1.0,No,Urban,25,7.747184339020533,5
33.0,4.9,Windy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,23,9.30866211935528,10
32.0,4.6,Sandstorms,Low,2,Meal,scooter,1.0,No,Metropolitian,20,1.4884329736185136,10
33.0,4.9,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,26,1.5690347154047222,5
26.0,4.7,Sunny,Jam,2,Snack,scooter,0.0,No,Urban,12,19.940435790617883,5
30.0,4.7,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,26,20.8325750761678,0
36.0,4.9,Fog,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,49,19.8823960800054,5
21.0,4.8,Fog,High,0,Meal,motorcycle,0.0,No,Metropolitian,29,6.071618195005621,10
36.0,4.8,Fog,Jam,0,Meal,motorcycle,0.0,No,Urban,28,9.061521496839395,5
29.0,4.5,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,19,19.644531758882465,15
30.0,4.6,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Urban,18,9.061462256395185,15
37.0,4.6,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,3.1097872918366303,5
20.0,4.9,Stormy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,20,12.3962386715408,5
31.0,4.8,Stormy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,17.25937671693666,5
35.0,4.7,Stormy,High,0,Drinks,motorcycle,2.0,No,Metropolitian,39,1.4881912567305338,15
24.0,4.5,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,28,13.961941195387306,15
29.0,4.1,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,33,12.271998208269219,5
29.0,4.6,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,20,12.09885639365153,5
29.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,19.630895206278133,15
21.0,4.9,Sandstorms,Low,1,Drinks,scooter,0.0,No,Urban,13,9.074580779980996,5
39.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,3.05382337868605,15
36.0,4.9,Windy,High,0,Meal,motorcycle,2.0,No,Metropolitian,41,1.4880023638890556,15
23.0,4.7,Windy,High,0,Buffet,motorcycle,0.0,No,Urban,15,5.9518321918394275,10
27.0,4.6,Stormy,Low,2,Meal,scooter,0.0,No,Urban,17,19.659188940534037,5
37.0,4.9,Windy,Jam,2,Drinks,scooter,0.0,No,Metropolitian,28,13.765270756610786,10
20.0,4.5,Stormy,Jam,0,Drinks,motorcycle,0.0,No,Urban,27,13.8048731994065,10
33.0,3.8,Cloudy,Low,1,Snack,motorcycle,1.0,No,Urban,33,10.883739299067935,5
33.0,4.5,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,3.102818257793172,15
35.0,4.7,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,27,4.602097317523556,15
37.0,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,31,6.118271617681138,15
39.0,4.7,Sunny,Medium,2,Snack,scooter,1.0,No,Metropolitian,29,20.141124436630037,15
25.0,4.3,Cloudy,Jam,1,Drinks,scooter,1.0,No,Urban,38,12.081103812841032,5
28.0,4.8,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,36,10.859283040288215,10
23.0,4.7,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,40,17.102556449838982,10
37.0,4.6,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Semi-Urban,53,20.212424365854623,5
21.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,22,16.79186931198531,5
30.0,4.7,Fog,Low,3,Snack,motorcycle,1.0,No,Metropolitian,45,1.5549425189076143,0
24.0,4.8,Cloudy,Jam,1,Buffet,scooter,0.0,No,Metropolitian,34,17.040057337914522,10
37.0,4.9,Cloudy,Low,0,Snack,motorcycle,1.0,No,Urban,23,3.068343469009768,15
35.0,4.3,Windy,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,51,17.102420452439436,5
32.0,4.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,31,4.521743441359798,10
28.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Urban,17,1.5514399766348916,15
20.0,4.8,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,10,7.552026138180965,15
27.0,4.9,Fog,Medium,1,Drinks,scooter,0.0,No,Urban,18,7.669130657924546,5
34.0,5.0,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,23,7.55658016154496,10
28.0,4.7,Stormy,High,1,Meal,motorcycle,0.0,No,Metropolitian,11,6.198170058205873,15
30.0,4.7,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,37,19.632314732102273,0
26.0,4.6,Stormy,Jam,2,Snack,motorcycle,0.0,No,Metropolitian,29,4.580697136311477,10
39.0,4.9,Windy,High,0,Meal,motorcycle,0.0,No,Metropolitian,38,6.111750895620894,10
34.0,4.0,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,32,3.1380694073889375,10
22.0,4.7,Cloudy,Medium,1,Meal,scooter,1.0,No,Urban,19,9.041800997209414,10
23.0,5.0,Fog,Low,1,Snack,motorcycle,1.0,No,Metropolitian,29,12.395136598591078,5
21.0,4.3,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Urban,33,12.142087258477051,5
22.0,4.7,Stormy,Jam,2,Meal,motorcycle,0.0,No,Urban,21,14.015064564346119,15
23.0,4.9,Stormy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,19,1.5341077478966478,5
32.0,4.7,Stormy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,21,3.036120069998185,15
35.0,4.3,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,34,1.529598495160872,5
24.0,4.3,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,15,7.647421636955068,10
35.0,4.8,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,26,6.02856929050386,15
36.0,4.6,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,30,12.218115841455665,15
22.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,12.552275755914396,10
32.0,4.5,Stormy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,27,4.654125267189472,10
30.0,4.7,Fog,Low,3,Buffet,scooter,0.0,No,Metropolitian,21,1.5514232908129264,0
33.0,4.3,Fog,Jam,2,Buffet,motorcycle,0.0,No,Urban,45,10.884207405487084,10
22.0,4.7,Stormy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,16,17.040675423590812,5
24.0,4.9,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,17,3.1026994267908297,10
36.0,4.8,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,35,16.694595026696987,5
32.0,4.7,Stormy,Jam,1,Drinks,scooter,0.0,No,Urban,26,19.3401463924332,10
23.0,4.7,Sandstorms,High,2,Drinks,motorcycle,1.0,No,Metropolitian,14,2.976159387614025,10
35.0,4.6,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,18,6.1978304625342036,15
31.0,3.6,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,31,14.121309628180253,10
20.0,5.0,Stormy,Medium,1,Meal,motorcycle,1.0,No,Urban,17,10.571180956867906,10
24.0,4.9,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,11,6.219648199737593,15
36.0,4.7,Windy,High,0,Meal,motorcycle,2.0,No,Metropolitian,37,1.5514056569298826,15
39.0,4.5,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,24,1.5549743779303515,5
25.0,4.3,Windy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,22,9.067329130201982,15
32.0,5.0,Windy,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,41,12.090435524230438,5
28.0,4.9,Windy,High,1,Meal,motorcycle,1.0,No,Urban,20,6.276138627413788,5
25.0,4.6,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,25,16.610672955997156,10
30.0,4.7,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19,13.591743492034936,0
31.0,5.0,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,28,9.295646535921835,10
27.0,4.6,Stormy,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,14,10.84450326212577,10
27.0,4.7,Fog,Medium,1,Buffet,motorcycle,0.0,No,Urban,13,9.176622359415976,15
30.0,4.5,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,21,1.5072188473775159,5
33.0,5.0,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,25,6.229538821803263,15
22.0,4.7,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,7.774433406393336,5
38.0,4.5,Fog,Low,1,Buffet,scooter,1.0,No,Metropolitian,19,7.7464992706663365,5
34.0,4.8,Windy,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,42,7.63428071943171,15
39.0,4.6,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,18,7.75677275909668,15
27.0,4.7,Sunny,Low,0,Buffet,motorcycle,1.0,No,Urban,11,1.5341425004658225,5
29.0,4.8,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,25,16.39293685746461,10
21.0,5.0,Windy,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,20,7.64725366684461,15
27.0,4.6,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,38,4.647649006310348,10
20.0,4.4,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,3.1026994267908297,10
37.0,4.4,Windy,Medium,0,Meal,motorcycle,0.0,No,Urban,35,10.859227792853199,10
24.0,4.5,Windy,Jam,2,Meal,motorcycle,1.0,No,Urban,15,10.578906177596528,10
39.0,4.7,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,20.82829451699863,5
30.0,3.5,Windy,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,38,17.04433635466002,5
27.0,4.9,Stormy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,16,9.204136220811709,5
20.0,5.0,Sunny,Low,0,Snack,motorcycle,0.0,No,Metropolitian,16,7.757008674701061,10
28.0,4.6,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,3.059218998881136,5
25.0,4.5,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,25,7.845173108613386,10
37.0,4.9,Fog,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,26,17.04315411537126,10
36.0,4.7,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,28,5.952037333361409,5
28.0,4.7,Windy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,29,4.654234974134328,5
32.0,4.9,Stormy,Low,2,Buffet,scooter,1.0,No,Urban,29,12.216036309455992,15
36.0,4.6,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,18,4.464417671579878,5
20.0,4.7,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,6.049820809302193,10
35.0,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Urban,18,3.053432734114789,10
39.0,5.0,Sandstorms,High,2,Meal,motorcycle,0.0,No,Metropolitian,32,3.0249377927007224,10
34.0,4.2,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,41,14.121309628180253,15
37.0,4.8,Cloudy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,19,4.581394214183779,10
20.0,4.5,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,18,4.707104052532131,5
20.0,4.9,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,36,12.552275755914396,5
25.0,4.8,Sandstorms,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,20,3.059379238509978,15
37.0,4.7,Sunny,Jam,2,Drinks,scooter,0.0,No,Metropolitian,20,11.902924672838564,15
34.0,4.3,Windy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,33,16.873110420787974,10
22.0,4.8,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,28,12.236059722922935,15
25.0,5.0,Fog,Jam,2,Meal,scooter,1.0,No,Metropolitian,32,10.246149308977063,10
31.0,4.2,Cloudy,Low,2,Buffet,motorcycle,2.0,No,Metropolitian,39,13.391457989567927,15
30.0,4.7,Fog,Low,3,Snack,motorcycle,1.0,No,Metropolitian,32,7.845173108613386,0
21.0,4.6,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,11,1.507297708138871,10
39.0,4.6,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,30,6.21947271557888,10
30.0,4.7,Fog,Low,3,Drinks,electric_scooter,1.0,No,Metropolitian,35,9.296672611790163,0
36.0,4.4,Fog,Jam,1,Buffet,scooter,0.0,No,Metropolitian,33,9.414207472710384,10
24.0,4.3,Cloudy,Jam,1,Buffet,scooter,2.0,Yes,Metropolitian,40,20.39744277518833,15
22.0,4.6,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,17,9.329036830172058,10
28.0,4.8,Fog,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,43,12.236712029946888,15
31.0,4.9,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,42,10.41513064614557,15
24.0,4.8,Cloudy,Medium,1,Buffet,scooter,0.0,No,Urban,12,8.92781044978523,5
31.0,4.6,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,1.554937560458576,10
30.0,4.7,Fog,Low,3,Buffet,scooter,1.0,No,Urban,11,10.686261979646481,0
34.0,4.9,Sandstorms,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,42,9.107170517647793,10
37.0,4.9,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Urban,29,9.061162036854245,10
36.0,4.8,Windy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,29,3.0594274560496517,15
27.0,4.7,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,23,7.845173108613386,10
20.0,4.6,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,17,7.7462119762407955,5
29.0,4.8,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,13.173859321178712,15
30.0,4.7,Fog,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,9.307994788103352,15
36.0,5.0,Stormy,Low,2,Meal,scooter,1.0,No,Urban,25,17.04436567231191,15
35.0,4.9,Sunny,Medium,1,Meal,scooter,1.0,No,Metropolitian,24,13.765486375576513,5
23.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,3.0250564065977628,15
29.0,4.9,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,18,9.07450346176405,5
24.0,4.6,Stormy,High,1,Meal,motorcycle,1.0,No,Metropolitian,26,6.03183662266173,10
39.0,5.0,Windy,High,1,Buffet,motorcycle,1.0,No,Urban,33,6.071715179305134,10
31.0,5.0,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,10.846831683111873,15
36.0,4.8,Cloudy,Low,1,Meal,scooter,0.0,No,Urban,18,1.488066219066359,10
21.0,4.8,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,24,17.103132401332328,5
28.0,4.7,Sandstorms,Low,0,Snack,motorcycle,0.0,No,Metropolitian,19,10.983241696284242,10
31.0,4.3,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,42,10.413406275388782,5
39.0,4.6,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,19.940435790617883,10
32.0,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,47,12.395001965045504,10
37.0,4.7,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,7.432610927560524,5
32.0,4.9,Stormy,Low,2,Snack,motorcycle,1.0,No,Urban,27,7.6472227637883385,10
37.0,4.9,Windy,Low,1,Buffet,motorcycle,1.0,No,Urban,26,1.5074321241377435,15
29.0,4.4,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,20.138426124805285,15
33.0,4.9,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,25,3.0985497268424815,10
30.0,4.7,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,30,6.029055155289032,0
26.0,4.8,Windy,High,2,Meal,scooter,1.0,No,Metropolitian,22,5.869307127692336,5
29.0,4.3,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,35,6.276138627413788,5
21.0,4.9,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,23,4.521501817012095,15
35.0,4.9,Cloudy,High,0,Meal,motorcycle,0.0,No,Metropolitian,30,6.219458576533025,15
32.0,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,26,13.60100499684191,10
31.0,4.9,Fog,High,0,Meal,motorcycle,1.0,No,Metropolitian,27,6.276138627413788,15
21.0,4.8,Sunny,Low,2,Buffet,scooter,1.0,No,Metropolitian,24,4.521805068141998,10
34.0,4.6,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Metropolitian,28,13.941388211074049,5
33.0,4.2,Stormy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,33,3.054227396353469,10
36.0,4.9,Sunny,Jam,1,Drinks,scooter,0.0,No,Metropolitian,24,7.756535557753129,5
34.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,48,19.72936487183155,5
37.0,3.5,Stormy,Jam,2,Snack,scooter,2.0,No,Metropolitian,40,10.415259881975237,15
24.0,4.8,Sunny,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,26,12.235732851646777,10
30.0,4.7,Stormy,Medium,2,Snack,scooter,1.0,No,Urban,23,4.671897739978347,0
25.0,4.5,Sunny,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,16,20.807668020033518,5
33.0,4.6,Sandstorms,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,23,3.0993562253811637,15
35.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,17,1.5493712952436287,5
32.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,47,7.845173108613386,15
27.0,4.5,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,14,1.529598495160872,5
30.0,4.8,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,26,1.5072987935606605,5
